realSum,room_type,person_capacity,business,cleanliness_rating,guest_satisfaction_overall,bedrooms
884.8686523094229,Apartment,4,0,10.0,100.0,2
264.1014224451058,Private,2,0,10.0,99.0,1
538.5138143556816,Apartment,4,0,10.0,96.0,2
442.66866636983576,Private,2,0,10.0,98.0,1
378.4594474257728,Apartment,3,0,9.0,87.0,1
524.6877416633469,Private,2,0,9.0,98.0,1
319.6400534295691,Private,2,0,10.0,99.0,1
221.2171630773557,Private,2,0,10.0,99.0,1
351.51032268647623,Private,2,0,10.0,98.0,1
847.8428983197807,Private,2,0,10.0,100.0,1
337.6842499941415,Private,4,0,9.0,92.0,1
233.63719447894456,Private,2,0,9.0,93.0,1
237.85531835118223,Private,2,0,9.0,90.0,1
965.0130058819396,Apartment,2,0,10.0,98.0,1
388.06739624586976,Apartment,2,0,10.0,90.0,2
381.0371897921403,Apartment,2,0,10.0,96.0,1
360.18091064607603,Private,2,0,10.0,98.0,1
358.7748693553301,Private,2,0,10.0,96.0,0
194.03369812293488,Private,2,0,10.0,87.0,1
755.9815339910483,Apartment,4,0,9.0,96.0,3
316.82797084807726,Private,2,0,10.0,98.0,1
768.1672251775128,Apartment,4,0,10.0,98.0,3
307.22002202798024,Private,2,1,10.0,96.0,1
276.2871136315703,Apartment,2,0,10.0,98.0,1
1437.9115600028122,Apartment,6,1,9.0,96.0,3
1062.967215803904,Apartment,4,0,9.0,92.0,2
584.9131769502965,Apartment,4,0,10.0,93.0,1
571.5557846882103,Apartment,4,1,9.0,92.0,1
167.3189135987627,Private,2,0,8.0,87.0,1
792.7729477655661,Apartment,4,0,10.0,98.0,2
909.4743748974762,Apartment,4,0,8.0,86.0,2
228.71604996133388,Private,3,0,10.0,98.0,1
378.6937876408971,Apartment,2,0,9.0,83.0,1
295.0343308415157,Private,2,1,8.0,86.0,1
356.1971269889626,Private,4,0,10.0,95.0,1
2486.1153422538846,Apartment,2,0,10.0,100.0,1
233.63719447894456,Private,2,0,10.0,90.0,1
317.0623110632016,Private,2,0,10.0,92.0,1
1812.8559042017205,Apartment,4,0,8.0,84.0,5
258.0085768518736,Shared,2,0,8.0,90.0,1
